ID,Title,Description,Category_title,Geometry_Coordinates_1,Geometry_Coordinates_2,Geometry_Coordinates_3,Geometry_Coordinates_4,Date,Time
EONET_8971,Wildfire in Australia 1020312,,Wildfires,136.92185769810118  -16.55105826767309,,,,2024-07-13,19:00:00
EONET_8997,Wildfire in Brazil 1020353,,Wildfires,-64.54626937088878  -7.5754302880358395,,,,2024-07-13,19:00:00
EONET_8998,Wildfire in Canada 1020340,,Wildfires,-108.7639096534287  56.660942690710655,,,,2024-07-13,19:00:00
EONET_9012,Wildfire in Canada 1020369,,Wildfires,-102.57257100582872  55.612053504174455,,,,2024-07-13,19:00:00
EONET_9099,Wildfire in Brazil 1020411,,Wildfires,-66.06306252179222  -9.145294490039984,,,,2024-07-13,19:00:00
EONET_9539,Wildfire in Canada 1020787,,Wildfires,-114.59428830900744  63.981286087766485,,,,2024-07-13,19:00:00
EONET_8911,RANCHO Wildfire  Kern  California,Southeast of Arvin,Wildfires,-118.7525  35.0591667,,,,2024-07-13,17:35:00
EONET_8732,Speirs Wildfire  Daggett  Utah,30 miles north of Vernal 30 miles north of Vernal,Wildfires,-109.436694  40.877667,,,,2024-07-13,15:29:00
EONET_8739,Four Mile Wildfire  Big Horn  Montana,36 miles SW of Ashland  MT,Wildfires,-106.82431  45.24083,,,,2024-07-13,15:12:00
EONET_8771,TROUT Wildfire  Tulare  California,DOME LAND WILDERNESS,Wildfires,-118.317533  35.99505,,,,2024-07-13,14:48:00
EONET_8909,WHITE Wildfire  Kern  California,11 Miles South of Tehachapi,Wildfires,-118.515  34.9616667,,,,2024-07-13,14:15:00
EONET_8726,HURRICANE Wildfire  San Luis Obispo  California,CARRIZO PLAIN NATIONAL MONUMENT,Wildfires,-119.695667  35.199333,,,,2024-07-13,11:26:00
EONET_8746,Line Creek Wildfire  Powder River  Montana,39 miles SW of Broadus  MT,Wildfires,-105.925713  45.007626,,,,2024-07-12,23:05:00
EONET_8722,Black Wildfire  Maricopa  Arizona,South of Lake Roosevelt on the edge to the Superstition Wilderness,Wildfires,-111.138333  33.606167,,,,2024-07-12,22:11:00
EONET_8760,Wildfire in Bulgaria 1020197,,Wildfires,26.354503597740813  41.90506722262116,,,,2024-07-12,19:00:00
EONET_8763,Wildfire in Brazil 1020205,,Wildfires,-55.09442840400445  -7.762980056429684,,,,2024-07-12,19:00:00
EONET_8764,Wildfire in Canada 1020206,,Wildfires,-123.38480723703822  62.5320018130011,,,,2024-07-12,19:00:00
EONET_8765,Wildfire in Canada 1020207,,Wildfires,-108.42362450792261  56.197404575105715,,,,2024-07-12,19:00:00
EONET_8811,Wildfire in United States 1020219,,Wildfires,-118.27805028760244  35.982314741758465,,,,2024-07-12,19:00:00
EONET_8842,Wildfire in Australia 1020257,,Wildfires,143.92088422101557  -15.859356565178544,,,,2024-07-12,19:00:00
EONET_8869,Wildfire in Brazil 1020272,,Wildfires,-65.87095001776127  -9.14077716309957,,,,2024-07-12,19:00:00
EONET_8972,Wildfire in Bolivia 1020328,,Wildfires,-64.28455933384858  -13.772682843002952,,,,2024-07-12,19:00:00
EONET_8999,Wildfire in Canada 1020341,,Wildfires,-107.52140374000727  56.496675340148514,,,,2024-07-12,19:00:00
EONET_9000,Wildfire in Brazil 1020361,,Wildfires,-56.157100275305794  -6.463574300464632,,,,2024-07-12,19:00:00
EONET_9070,Wildfire in Canada 1020382,,Wildfires,-107.08334853990507  55.74190404170078,,,,2024-07-12,19:00:00
EONET_8750,McGhee Wildfire  Rosebud  Montana,26 miles SSW of Ashland  MT,Wildfires,-106.534383  45.26895,,,,2024-07-12,17:29:00
EONET_8901,Mestenas Canyon Wildfire  Rio Arriba  New Mexico,2 miles north of NM Hwy 64  mp 110. Appx. 50 miles east of Bloomfield  NM. 2 miles north of NM Hwy 64  mp 110. Appx. 50 miles east of Bloomfield  NM. 2 miles north of NM Hwy 64  mp 110. Appx. 50 miles east of Bloomfield  NM.,Wildfires,-107.2602  36.758033,,,,2024-07-12,16:02:00
EONET_8737,Deadman Wildfire  Rosebud  Montana,32 SW of Ashland  MT,Wildfires,-106.622683  45.2202,,,,2024-07-12,10:07:00
EONET_8735,FREEMAN Wildfire  Pinal  Arizona,14 miles Northwest of Oracle,Wildfires,-110.933117  32.83725,,,,2024-07-11,22:18:00
EONET_8724,BROWN Wildfire  Pima  Arizona,20 MILE NORTH OF SASABE AZ,Wildfires,-111.468717  31.7694,,,,2024-07-11,19:36:00
EONET_8709,Wildfire in United States 1020181,,Wildfires,-117.64232423551373  44.214524976447414,,,,2024-07-11,19:00:00
EONET_8757,Wildfire in Canada 1020193,,Wildfires,-119.1256172361415  64.9355213252926,,,,2024-07-11,19:00:00
EONET_8812,Wildfire in Canada 1020221,,Wildfires,-122.15832621956027  63.65335616788579,,,,2024-07-11,19:00:00
EONET_8813,Wildfire in Canada 1020220,,Wildfires,-120.07562641281658  62.41235815785775,,,,2024-07-11,19:00:00
EONET_8843,Wildfire in Russian Federation 1020258,,Wildfires,120.22033176399353  64.33265816115741,,,,2024-07-11,19:00:00
EONET_8844,Wildfire in Canada 1020239,,Wildfires,-114.92794606356799  57.434620663165134,,,,2024-07-11,19:00:00
EONET_8939,Wildfire in Angola 1020292,,Wildfires,18.802635979316456  -9.091825522061463,,,,2024-07-11,19:00:00
EONET_8973,Wildfire in Bolivia 1020329,,Wildfires,-61.0839515334471  -15.569791040946305,,,,2024-07-11,19:00:00
EONET_9001,Wildfire in Russian Federation 1020362,,Wildfires,120.80793118888764  64.21734469736465,,,,2024-07-11,19:00:00
EONET_8723,Bench Lake Wildfire  Custer  Idaho,8 miles south of Stanley  ID,Wildfires,-114.961383  44.1152,,,,2024-07-11,14:33:00
EONET_8648,COW VALLEY Wildfire  Malheur  Oregon,,Wildfires,-117.75875  44.35675,,,,2024-07-11,10:37:00
EONET_8650,BONITA ROAD Wildfire  Malheur  Oregon,,Wildfires,-117.846133  44.216,,,,2024-07-11,10:03:00
EONET_8733,Watch Wildfire  Gila  Arizona,30 Miles E of Globe  AZ,Wildfires,-110.448167  33.349,,,,2024-07-11,02:33:00
EONET_8770,Buckhorn Wildfire  Graham  Arizona,Northeast of Point of Pines Camp Ground,Wildfires,-109.540258  33.546389,,,,2024-07-10,21:37:00
EONET_8646,0381 RV JUNIPER Wildfire  Jefferson  Oregon,2 miles SE of Culver  OR,Wildfires,-121.197417  44.471117,,,,2024-07-10,19:18:00
EONET_8766,Wildfire in Canada 1020203,,Wildfires,-110.8091390062288  57.01696648670417,,,,2024-07-10,19:00:00
EONET_8814,Wildfire in Bolivia 1020227,,Wildfires,-60.89547517839808  -15.728124102820773,,,,2024-07-10,19:00:00
EONET_8815,Wildfire in Bolivia 1020228,,Wildfires,-58.722144874468434  -17.064214464963285,,,,2024-07-10,19:00:00
EONET_8940,Wildfire in Brazil 1020302,,Wildfires,-59.61893114139997  -9.209024710354143,,,,2024-07-10,19:00:00
EONET_8730,Falls Wildfire  Harney  Oregon,20 miles NW,Wildfires,-119.426758  43.852961,,,,2024-07-10,12:22:00
EONET_8605,Wildfire in Canada 1020155,,Wildfires,-114.73321629571095  59.25013139570377,,,,2024-07-09,19:00:00
EONET_8606,Wildfire in Canada 1020156,,Wildfires,-119.94903658820522  60.72780464085684,,,,2024-07-09,19:00:00
EONET_8607,Wildfire in Canada 1020157,,Wildfires,-114.35791622063068  59.03889771917481,,,,2024-07-09,19:00:00
EONET_8608,Wildfire in Canada 1020158,,Wildfires,-114.52803122914129  58.957022522428154,,,,2024-07-09,19:00:00
EONET_8609,Wildfire in Canada 1020159,,Wildfires,-110.53121824427423  57.69229511761814,,,,2024-07-09,19:00:00
EONET_8610,Wildfire in Canada 1020160,,Wildfires,-118.24236514183465  59.909666226691115,,,,2024-07-09,19:00:00
EONET_8635,Wildfire in Canada 1020163,,Wildfires,-121.10755908405062  59.880815691363786,,,,2024-07-09,19:00:00
EONET_8710,Wildfire in Angola 1020182,,Wildfires,20.01639623558029  -8.135873091974625,,,,2024-07-09,19:00:00
EONET_8717,Wildfire in Bolivia 1020189,,Wildfires,-58.92580311887019  -16.953884356832766,,,,2024-07-09,19:00:00
EONET_8720,Wildfire in United States 1020192,,Wildfires,-119.38233259305161  43.84931747374143,,,,2024-07-09,19:00:00
EONET_8758,Wildfire in Russian Federation 1020194,,Wildfires,140.34932763206982  70.36769816821884,,,,2024-07-09,19:00:00
EONET_8761,Wildfire in The Republic of North Macedonia 1020198,,Wildfires,22.178071778928423  41.56492124487283,,,,2024-07-09,19:00:00
EONET_8767,Wildfire in Canada 1020204,,Wildfires,-110.43036233640647  57.29634162916021,,,,2024-07-09,19:00:00
EONET_8768,Wildfire in Canada 1020200,,Wildfires,-118.92490891314067  59.56157302561505,,,,2024-07-09,19:00:00
EONET_8816,Wildfire in Canada 1020222,,Wildfires,-110.46748664574618  57.27573245124405,,,,2024-07-09,19:00:00
EONET_8870,Wildfire in Angola 1020268,,Wildfires,17.71869746522666  -11.171675806429828,,,,2024-07-09,19:00:00
EONET_8974,Wildfire in Russian Federation 1020317,,Wildfires,120.09775795254146  63.348277013332776,,,,2024-07-09,19:00:00
EONET_8659,LARCH CREEK Wildfire  Wasco  Oregon,Friend  Or. Rural community,Wildfires,-121.244667  45.364333,,,,2024-07-09,16:54:00
EONET_8681,2024 DOD Hardwood Range RX Wildfire  Juneau  Wisconsin,,Wildfires,-90.073439  44.242744,,,,2024-07-09,08:42:00
EONET_8655,COW 2 Wildfire  Tulare  California,TULE INDIAN RESERVATION  COW MOUNTIAN ROAD,Wildfires,-118.801528  36.026333,,,,2024-07-09,07:12:00
EONET_8636,Wildfire in Angola 1020164,,Wildfires,20.040227396563584  -8.402797359789211,,,,2024-07-08,19:00:00
EONET_8699,Wildfire in Albania 1020161,,Wildfires,20.15511155528637  39.96422835666898,,,,2024-07-08,19:00:00
EONET_8845,Wildfire in Canada 1020250,,Wildfires,-106.86747846294456  55.15831321399974,,,,2024-07-08,19:00:00
EONET_8871,Wildfire in Angola 1020269,,Wildfires,19.55565605158338  -17.443246548292514,,,,2024-07-08,19:00:00
EONET_8941,Wildfire in Australia 1020293,,Wildfires,132.35945627820686  -11.35789665975119,,,,2024-07-08,19:00:00
EONET_8665,Pius Wildfire  Coconino  Arizona,20 miles NE of Payson AZ,Wildfires,-110.96427  34.519512,,,,2024-07-08,16:40:00
EONET_8661,Upper Pine Wildfire  Harney  Oregon,Upper Pine  6 miles east of King Mountain,Wildfires,-118.745667  43.807167,,,,2024-07-08,16:17:00
EONET_8660,Salt Creek Rd MM 4 037 Wildfire  Jackson  Oregon,5 miles SSW of Butte Falls,Wildfires,-122.603  42.47755,,,,2024-07-07,19:30:00
EONET_8637,Wildfire in Australia 1020165,,Wildfires,132.0712902700375  -13.318416557573823,,,,2024-07-07,19:00:00
EONET_8700,Wildfire in Russian Federation 1020173,,Wildfires,133.436620425346  68.50595772140349,,,,2024-07-07,19:00:00
EONET_8711,Wildfire in Russian Federation 1020183,,Wildfires,128.6665423030992  53.664182767563176,,,,2024-07-07,19:00:00
EONET_8762,Wildfire in Russian Federation 1020199,,Wildfires,134.39845793076623  68.53268518823295,,,,2024-07-07,19:00:00
EONET_8817,Wildfire in Russian Federation 1020231,,Wildfires,121.26470088827426  63.11486862757105,,,,2024-07-07,19:00:00
EONET_8846,Wildfire in Russian Federation 1020251,,Wildfires,134.09256885985812  66.87289836998059,,,,2024-07-07,19:00:00
EONET_8847,Wildfire in Canada 1020240,,Wildfires,-112.95185936181134  58.234729049220064,,,,2024-07-07,19:00:00
EONET_8649,VISTA Wildfire  San Bernardino  California,Lytle Creek Canyon southside  above the community of Lytle Creek.,Wildfires,-117.590867  34.301917,,,,2024-07-07,13:05:00
EONET_8611,Wildfire in Australia 1020132,,Wildfires,123.72588877036492  -17.213401564753962,,,,2024-07-06,19:00:00
EONET_8612,Wildfire in Russian Federation 1020153,,Wildfires,142.84393183949092  69.0242374938927,,,,2024-07-06,19:00:00
EONET_8613,Wildfire in Russian Federation 1020133,,Wildfires,118.10483183015249  54.63589274811547,,,,2024-07-06,19:00:00
EONET_8614,Wildfire in Russian Federation 1020134,,Wildfires,142.99443551913313  68.9854050570269,,,,2024-07-06,19:00:00
EONET_8638,Wildfire in Russian Federation 1020166,,Wildfires,143.23699622905858  69.15569768835806,,,,2024-07-06,19:00:00
EONET_8639,Wildfire in Russian Federation 1020167,,Wildfires,140.57975533256183  70.19155103145559,,,,2024-07-06,19:00:00
EONET_8701,Wildfire in Canada 1020174,,Wildfires,-114.96356730342255  58.995232424644705,,,,2024-07-06,19:00:00
EONET_8712,Wildfire in Russian Federation 1020184,,Wildfires,130.74001231701223  51.98420855981097,,,,2024-07-06,19:00:00
EONET_8759,Wildfire in Russian Federation 1020195,,Wildfires,141.76190413458121  70.06740750825142,,,,2024-07-06,19:00:00
EONET_8818,Wildfire in Brazil 1020229,,Wildfires,-62.41270692732354  -8.72574128179101,,,,2024-07-06,19:00:00
EONET_8848,Wildfire in Australia 1020259,,Wildfires,132.60806943334876  -12.226765598190857,,,,2024-07-06,19:00:00
EONET_8672,Tea Time Hill Wildfire  Burlington  New Jersey,Wharton State Forest  S of NJ Rt. 532  approx. (4) four miles W of  NJ Rt 563,Wildfires,-74.62619  39.78726,,,,2024-07-06,07:57:00
EONET_8515,Wildfire in United States 1020089,,Wildfires,-120.07555482806406  34.78629581505955,,,,2024-07-05,19:00:00
EONET_8526,Wildfire in United States 1020100,,Wildfires,-112.34141932512088  38.44922286238271,,,,2024-07-05,19:00:00
EONET_8589,Wildfire in Brazil 1020116,,Wildfires,-59.73706139124115  -14.689523082076457,,,,2024-07-05,19:00:00
EONET_8590,Wildfire in Russian Federation 1020117,,Wildfires,127.31002131306559  55.290107638831145,,,,2024-07-05,19:00:00
EONET_8615,Wildfire in South Africa 1020135,,Wildfires,30.91203719558406  -24.804582488911027,,,,2024-07-05,19:00:00
EONET_8616,Wildfire in Russian Federation 1020138,,Wildfires,126.25678151002867  55.410123620395574,,,,2024-07-05,19:00:00
EONET_8617,Wildfire in Russian Federation 1020136,,Wildfires,121.34365716773202  58.917858149380635,,,,2024-07-05,19:00:00
EONET_8618,Wildfire in Russian Federation 1020137,,Wildfires,124.37546424240433  62.6534493743477,,,,2024-07-05,19:00:00
EONET_8619,Wildfire in Russian Federation 1020139,,Wildfires,116.26141136629525  56.406962081129066,,,,2024-07-05,19:00:00
EONET_8620,Wildfire in Canada 1020162,,Wildfires,-110.65680395219728  57.43772960229241,,,,2024-07-05,19:00:00
EONET_8640,Wildfire in South Africa 1020168,,Wildfires,30.580176986390097  -25.647625337329117,,,,2024-07-05,19:00:00
EONET_8641,Wildfire in Russian Federation 1020169,,Wildfires,123.65952119541583  57.23717046015457,,,,2024-07-05,19:00:00
EONET_8654,Lake Wildfire  Santa Barbara  California,North East of the City of Los Olivos,Wildfires,-120.052  34.786833,,,,2024-07-05,19:00:00
EONET_8702,Wildfire in Canada 1020176,,Wildfires,-114.72980486580438  59.23351832179179,,,,2024-07-05,19:00:00
EONET_8703,Wildfire in Russian Federation 1020175,,Wildfires,121.53944581715722  56.86327964581063,,,,2024-07-05,19:00:00
EONET_8819,Wildfire in Canada 1020210,,Wildfires,-121.24692845494998  59.05192074160826,,,,2024-07-05,19:00:00
EONET_8652,Silver King Wildfire  Piute  Utah,3 Miles West of Marysvale  Utah,Wildfires,-112.373889  38.483611,,,,2024-07-05,16:20:00
EONET_8688,West Marsh Wildfire  Volusia  Florida,West Marsh  South of Tick Island,Wildfires,-81.450555  29.066164,,,,2024-07-05,10:05:00
EONET_8516,Wildfire in Angola 1020090,,Wildfires,19.626730840539693  -7.728505188636456,,,,2024-07-04,19:00:00
EONET_8527,Wildfire in Russian Federation 1020101,,Wildfires,125.95171674087335  55.676786368539354,,,,2024-07-04,19:00:00
EONET_8591,Wildfire in Canada 1020118,,Wildfires,-118.46498031241899  59.753822274666504,,,,2024-07-04,19:00:00
EONET_8621,Wildfire in Russian Federation 1020140,,Wildfires,129.70064371510355  51.698120207764006,,,,2024-07-04,19:00:00
EONET_8622,Wildfire in Canada 1020141,,Wildfires,-121.26085248589523  58.58312656378959,,,,2024-07-04,19:00:00
EONET_8623,Wildfire in Australia 1020142,,Wildfires,123.63704098287424  -17.103027177115678,,,,2024-07-04,19:00:00
EONET_8704,Wildfire in Russian Federation 1020177,,Wildfires,121.82676309532545  56.8737410147312,,,,2024-07-04,19:00:00
EONET_8713,Wildfire in Russian Federation 1020185,,Wildfires,111.49730436788296  62.547282022580355,,,,2024-07-04,19:00:00
EONET_8718,Wildfire in Russian Federation 1020190,,Wildfires,130.87710583361007  58.966671200852396,,,,2024-07-04,19:00:00
EONET_8820,Wildfire in Canada 1020223,,Wildfires,-114.85823561610735  57.69454562218578,,,,2024-07-04,19:00:00
EONET_8690,ROAD 11 Wildfire  Douglas  Washington,8.5 miles SW of Mansfield  WA  West of Hwy 172  North of Road 11 Northwest,Wildfires,-119.813493  47.772037,,,,2024-07-04,17:17:00
EONET_8671,JOE BARKER ROAD Wildfire  Walla Walla  Washington,Fire is 8 miles south east of Lower Monumental Dam and 3 miles S of Lyons Ferry.,Wildfires,-118.27071  46.56885,,,,2024-07-03,20:22:00
EONET_8517,Wildfire in Canada 1020093,,Wildfires,-121.0037411194706  58.515325565147464,,,,2024-07-03,19:00:00
EONET_8518,Wildfire in The Democratic Republic of Congo 1020091,,Wildfires,18.110947980356336  -7.630604369758335,,,,2024-07-03,19:00:00
EONET_8519,Wildfire in Angola 1020092,,Wildfires,17.070869085465944  -8.563878583358886,,,,2024-07-03,19:00:00
EONET_8592,Wildfire in Russian Federation 1020119,,Wildfires,129.48165678280114  56.309243806939776,,,,2024-07-03,19:00:00
EONET_8593,Wildfire in Russian Federation 1020120,,Wildfires,123.17908529814872  61.99135944279007,,,,2024-07-03,19:00:00
EONET_8624,Wildfire in Namibia 1020144,,Wildfires,19.81906201631966  -18.24719403721657,,,,2024-07-03,19:00:00
EONET_8625,Wildfire in United States 1020143,,Wildfires,-123.03434875247548  41.49077279598385,,,,2024-07-03,19:00:00
EONET_8626,Wildfire in Russian Federation 1020154,,Wildfires,122.1267507379162  60.358593696402295,,,,2024-07-03,19:00:00
EONET_8642,Wildfire in Canada 1020170,,Wildfires,-121.2377216530445  59.260575568891575,,,,2024-07-03,19:00:00
EONET_8705,Wildfire in Russian Federation 1020178,,Wildfires,126.73806396915094  58.4093719792648,,,,2024-07-03,19:00:00
EONET_8714,Wildfire in Russian Federation 1020186,,Wildfires,113.98910043020288  55.97187241674943,,,,2024-07-03,19:00:00
EONET_8480,Billy Creek Wildfire  Nez Perce  Idaho,14.71 Miles SSE of Asotin  WA,Wildfires,-116.948  46.122194,,,,2024-07-03,18:50:00
EONET_8916,ORCHARD Wildfire  Kern  California,Southeast of Tehachapi,Wildfires,-118.405  35.1166667,,,,2024-07-03,17:44:00
EONET_8656,SHELLY Wildfire  Siskiyou  California,West of Etna  Ca,Wildfires,-123.06275  41.46505,,,,2024-07-03,16:44:00
EONET_8917,OLIVE Wildfire  Kern  California,West of Lost Hills CA,Wildfires,-119.8583333  35.6216667,,,,2024-07-03,15:59:00
EONET_8914,Cedardale Fire Wildfire  Woodward  Oklahoma,6.5 miles NW of Chester  OK,Wildfires,-98.9880556  36.2930556,,,,2024-07-02,19:51:00
EONET_8491,Wildfire in Australia 1020065,,Wildfires,142.18881641214952  -15.333950309887495,,,,2024-07-02,19:00:00
EONET_8505,Wildfire in Angola 1020079,,Wildfires,20.076854960047324  -9.012637429241277,,,,2024-07-02,19:00:00
EONET_8520,Wildfire in Australia 1020094,,Wildfires,132.15857802425126  -12.293839249512299,,,,2024-07-02,19:00:00
EONET_8594,Wildfire in Russian Federation 1020121,,Wildfires,118.26208206090854  53.60052016245206,,,,2024-07-02,19:00:00
EONET_8715,Wildfire in Russian Federation 1020187,,Wildfires,106.4567391959553  61.69960616460341,,,,2024-07-02,19:00:00
EONET_8657,Ridge Wildfire  Catron  New Mexico,24  miles south of Reserve NM 19  miles east of Glenwood NM,Wildfires,-108.550967  33.40515,,,,2024-07-02,13:51:00
EONET_8687,Hawk Wildfire  Yukon-Koyukuk  Alaska,,Wildfires,-157.128833  66.067167,,,,2024-07-01,19:52:00
EONET_8437,Wildfire in Russian Federation 1020029,,Wildfires,116.86568262735176  55.108957685910916,,,,2024-07-01,19:00:00
EONET_8457,Wildfire in Angola 1020048,,Wildfires,19.599941468146824  -8.14305954497777,,,,2024-07-01,19:00:00
EONET_8492,Wildfire in Russian Federation 1020066,,Wildfires,118.36620612292113  54.26789945027716,,,,2024-07-01,19:00:00
EONET_8506,Wildfire in Russian Federation 1020080,,Wildfires,119.04063423698395  60.07958715570167,,,,2024-07-01,19:00:00
EONET_8521,Wildfire in The Democratic Republic of Congo 1020095,,Wildfires,22.236107585694665  -8.393720207551825,,,,2024-07-01,19:00:00
EONET_8528,Wildfire in Russian Federation 1020102,,Wildfires,130.71796370388014  52.075038887207135,,,,2024-07-01,19:00:00
EONET_8529,Wildfire in Zambia 1020103,,Wildfires,24.519142581996054  -14.125616516974649,,,,2024-07-01,19:00:00
EONET_8595,Wildfire in Russian Federation 1020122,,Wildfires,129.114948548542  55.534846144008156,,,,2024-07-01,19:00:00
EONET_8596,Wildfire in Russian Federation 1020123,,Wildfires,120.30655850944159  61.376073772029,,,,2024-07-01,19:00:00
EONET_8627,Wildfire in Canada 1020145,,Wildfires,-114.98801252623241  59.112360839743516,,,,2024-07-01,19:00:00
EONET_8706,Wildfire in Zambia 1020179,,Wildfires,27.25412652121741  -12.990016681968592,,,,2024-07-01,19:00:00
EONET_8707,Wildfire in Russian Federation 1020180,,Wildfires,117.42905526027302  59.70630390966216,,,,2024-07-01,19:00:00
EONET_8769,Wildfire in Canada 1020202,,Wildfires,-119.79184205498657  59.14726196909645,,,,2024-07-01,19:00:00
EONET_8477,MCCAIN 4 Wildfire  San Diego  California,McCain Valley / Boulevard CA,Wildfires,-116.260045  32.668151,,,,2024-07-01,18:54:00
EONET_8686,South Cattle RX Wildfire  Yavapai  Arizona,,Wildfires,-112.033339  34.394897,,,,2024-07-01,09:27:00
EONET_8458,Wildfire in Russian Federation 1020049,,Wildfires,117.05954489112673  54.95046935423183,,,,2024-06-30,19:00:00
EONET_8493,Wildfire in Canada 1020067,,Wildfires,-114.65354435332851  58.806013231754164,,,,2024-06-30,19:00:00
EONET_8494,Wildfire in Bolivia 1020068,,Wildfires,-64.50592811198683  -13.808023239949367,,,,2024-06-30,19:00:00
EONET_8507,Wildfire in Brazil 1020081,,Wildfires,-57.3442169906278  -19.471390212519633,,,,2024-06-30,19:00:00
EONET_8522,Wildfire in Russian Federation 1020096,,Wildfires,118.23713097014561  58.27994823823306,,,,2024-06-30,19:00:00
EONET_8523,Wildfire in Russian Federation 1020097,,Wildfires,116.22319521431857  53.76999588555629,,,,2024-06-30,19:00:00
EONET_8530,Wildfire in Russian Federation 1020104,,Wildfires,132.87039915050664  59.90837016244601,,,,2024-06-30,19:00:00
EONET_8531,Wildfire in Russian Federation 1020105,,Wildfires,120.77871433466977  61.08630846384652,,,,2024-06-30,19:00:00
EONET_8532,Wildfire in Russian Federation 1020106,,Wildfires,121.3898493562875  57.192602282124696,,,,2024-06-30,19:00:00
EONET_8597,Wildfire in Russian Federation 1020124,,Wildfires,131.610679893813  59.08240660661877,,,,2024-06-30,19:00:00
EONET_8628,Wildfire in Russian Federation 1020147,,Wildfires,116.01923263038833  53.74514907509303,,,,2024-06-30,19:00:00
EONET_8629,Wildfire in Russian Federation 1020146,,Wildfires,121.16297705022619  59.400939654322606,,,,2024-06-30,19:00:00
EONET_8716,Wildfire in Russian Federation 1020188,,Wildfires,131.14723797367904  59.25900118796104,,,,2024-06-30,19:00:00
EONET_8719,Wildfire in Russian Federation 1020191,,Wildfires,131.37222245864604  59.29337358880448,,,,2024-06-30,19:00:00
EONET_9678,Wildfire in Bolivia  Brazil 1020946,,Wildfires,-59.03800113816561  -16.980001433791614,,,,2024-06-30,19:00:00
EONET_8753,Melozitna Wildfire  Yukon-Koyukuk  Alaska,,Wildfires,-154.154167  65.583883,,,,2024-06-30,18:33:00
EONET_8484,National Wildfire  Yukon-Koyukuk  Alaska,,Wildfires,-147.55945  65.941667,,,,2024-06-30,17:54:00
EONET_8919,HOOKER PRARIE Wildfire  Polk  Florida,Bradley Junction  Polk,Wildfires,-81.9402778  27.82,,,,2024-06-30,17:46:00
EONET_8438,Wildfire in Russian Federation 1020031,,Wildfires,130.44795197929963  52.98288277643283,,,,2024-06-29,19:00:00
EONET_8439,Wildfire in Russian Federation 1020032,,Wildfires,129.1235033672676  54.1669786709728,,,,2024-06-29,19:00:00
EONET_8495,Wildfire in The Democratic Republic of Congo 1020069,,Wildfires,18.638243065851565  -6.861532618138704,,,,2024-06-29,19:00:00
EONET_8496,Wildfire in Russian Federation 1020070,,Wildfires,117.13411405626101  54.60639496728378,,,,2024-06-29,19:00:00
EONET_8533,Wildfire in Russian Federation 1020107,,Wildfires,129.48298787414578  57.480146846690225,,,,2024-06-29,19:00:00
EONET_8630,Wildfire in Russian Federation 1020148,,Wildfires,116.47918390840631  53.101274789811534,,,,2024-06-29,19:00:00
EONET_8631,Wildfire in Russian Federation 1020149,,Wildfires,126.68846836721403  54.47538641796441,,,,2024-06-29,19:00:00
EONET_8483,Salmon Wildfire  Yukon-Koyukuk  Alaska,67 miles east of Chalkyitsik  AK,Wildfires,-141.31555  66.899167,,,,2024-06-29,18:02:00
EONET_8479,Eagle Wildfire  Yukon-Koyukuk  Alaska,7.25 miles NW of Elliot Hwy,Wildfires,-148.446533  65.32955,,,,2024-06-29,02:51:00
EONET_8662,Grapefruit Complex Wildfire  Yukon-Koyukuk  Alaska,30 miles NE of Fairbanks on both sides of Highway 2.,Wildfires,-148.17641  65.403005,,,,2024-06-29,00:41:00
EONET_8440,Wildfire in Russian Federation 1020033,,Wildfires,129.5634196905628  52.7600517655802,,,,2024-06-28,19:00:00
EONET_8441,Wildfire in Russian Federation 1020034,,Wildfires,128.22380796295957  52.39471171615211,,,,2024-06-28,19:00:00
EONET_8459,Wildfire in Russian Federation 1020052,,Wildfires,118.33297146775853  54.55177606293162,,,,2024-06-28,19:00:00
EONET_8460,Wildfire in Russian Federation 1020050,,Wildfires,120.01220706431828  56.00732105879282,,,,2024-06-28,19:00:00
EONET_8461,Wildfire in Russian Federation 1020051,,Wildfires,116.75160054585028  54.535319321618616,,,,2024-06-28,19:00:00
EONET_8462,Wildfire in Australia 1020053,,Wildfires,132.34622351667733  -12.267810290798476,,,,2024-06-28,19:00:00
EONET_8497,Wildfire in The Democratic Republic of Congo 1020071,,Wildfires,26.64990575487079  -6.35266892123562,,,,2024-06-28,19:00:00
EONET_8498,Wildfire in Russian Federation 1020072,,Wildfires,121.72313201006395  54.57823062928825,,,,2024-06-28,19:00:00
EONET_8508,Wildfire in Russian Federation 1020082,,Wildfires,119.87025988970225  54.262169089762644,,,,2024-06-28,19:00:00
EONET_8524,Wildfire in The Democratic Republic of Congo 1020098,,Wildfires,26.64918630999502  -5.789587845461822,,,,2024-06-28,19:00:00
EONET_8598,Wildfire in Russian Federation 1020125,,Wildfires,121.52641619443024  59.0482260557738,,,,2024-06-28,19:00:00
EONET_8643,Wildfire in Russian Federation 1020171,,Wildfires,121.46247914739834  59.31491272157268,,,,2024-06-28,19:00:00
EONET_8795,Kanuti Wildfire  Yukon-Koyukuk  Alaska,60 miles west of Stevens Village  AK,Wildfires,-151.141667  66.22,,,,2024-06-28,18:16:00
EONET_8355,Sushana River Wildfire  Denali  Alaska,,Wildfires,-149.783833  63.901,,,,2024-06-27,21:36:00
